Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Choi, S.Y., Rotermund, F., Jung, H., Oh, K., Yeom, D.-I.","7408120944; 7003540294; 7403029374; 55748875800; 16053777400","Femtosecond mode-locked fiber laser employing a hollow optical fiber filled with carbon nanotube dispersion as saturable absorber",2009,"Optics Express",17,"24",,21788,21793,,58,10.1364/OE.17.021788,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72449124167&partnerID=40&md5=de8cde35ee296b9f70f4954e50b39b77",Article,Final,,Scopus,2-s2.0-72449124167
"Iwaszczuk, K., Cooke, D.G., Fujiwara, M., Hashimoto, H., UhdJepsen, P.","35275561300; 7202107213; 13613088000; 35253778600; 35231605500","Simultaneous reference and differential waveform acquisition in time-resolved terahertz spectroscopy",2009,"Optics Express",17,"24",,21969,21976,,29,10.1364/OE.17.021969,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72449124149&partnerID=40&md5=abf042d960f32a09d19d68c7510c4064",Article,Final,Open Access,Scopus,2-s2.0-72449124149
"Chin, S., Gonzalez-Herraez, M., Thévenaz, L.","15055479700; 6603650993; 7003491340","Complete compensation of pulse broadening in an amplifier-based slow light system using a nonlinear regeneration element",2009,"Optics Express",17,"24",,21910,21917,,13,10.1364/OE.17.021910,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72449123672&partnerID=40&md5=50501eed8c2d3b7d3d7c193bbc94f254",Article,Final,Open Access,Scopus,2-s2.0-72449123672
"Parkin, S.J., Vogel, R., Persson, M., Funk, M., Loke, V.L.Y., Nieminen, T.A., Heckenberg, N.R., Rubinsztein-Dunlop, H.","7102860558; 35281160600; 56227854600; 25822067600; 15035600700; 7004382515; 7005496249; 7004905656","Highly birefringent vaterite microspheres: Production, characterization and applications for optical micromanipulation",2009,"Optics Express",17,"24",,21944,21955,,45,10.1364/OE.17.021944,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72449123199&partnerID=40&md5=9aa833461cf6865a353f5d29754ba528",Article,Final,Open Access,Scopus,2-s2.0-72449123199
"Tsai, C.-C., Vinegoni, C., Weissleder, R.","10142517200; 6603697597; 35452687500","Diffractionless beam in free space with adiabatic changing refractive index in a single mode tapered slab waveguide",2009,"Optics Express",17,"24",,21723,21731,,1,10.1364/OE.17.021723,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72449122805&partnerID=40&md5=0e93ab758bbd31e961565f3e09faf3ab",Article,Final,Open Access,Scopus,2-s2.0-72449122805
"Gao, S., Liu, H., Wang, D., Gong, M.","57206840014; 56647352900; 57207907782; 16042175300","LD bar corner-pumped TEM<inf>00</inf> CW composite Nd:YAG laser",2009,"Optics Express",17,"24",,21837,21842,,7,10.1364/OE.17.021837,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72449122320&partnerID=40&md5=81fee29e1f06af1843a691ea7fea3a72",Article,Final,Open Access,Scopus,2-s2.0-72449122320
"Pradeesh, K., Baumberg, J.J., Prakash, G.V.","23398061100; 7007021640; 8350225700","Strong exciton-photon coupling in inorganic-organic multiple quantum wells embedded low-Q microcavity",2009,"Optics Express",17,"24",,22171,22178,,53,10.1364/OE.17.022171,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72449121829&partnerID=40&md5=dbf9a762e9b16c5b6ceafaf725d4761f",Article,Final,,Scopus,2-s2.0-72449121829
"Ambrosio, L.A., Hernández-Figueroa, H.E.","24733848900; 7004578182","Trapping double negative particles in the ray optics regime using optical tweezers with focused beams",2009,"Optics Express",17,"24",,21918,21924,,15,10.1364/OE.17.021918,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72449121345&partnerID=40&md5=f50aef214553b0defd5f424293bde284",Article,Final,Open Access,Scopus,2-s2.0-72449121345
"Cense, B., Gao, W., Brown, J.M., Jones, S.M., Jonnal, R.S., Mujat, M., Park, B.H., De Boer, J.F., Miller, D.T.","6603752800; 12770093400; 57198738523; 57190515013; 7801609817; 9237894700; 56034410200; 7201921315; 7408343270","Retinal imaging with polarization-sensitive optical coherence tomography and adaptive optics",2009,"Optics Express",17,"24",,21634,21651,,51,10.1364/OE.17.021634,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72049102096&partnerID=40&md5=a28f1f5312000fde64c482ac6cbd1688",Article,Final,Open Access,Scopus,2-s2.0-72049102096
"Roychoudhuri, C.","57214515927","Why we need to continue the ""What are Photons?"" conference: To re-vitalize classical and quantum optics",2009,"Proceedings of SPIE - The International Society for Optical Engineering",7421,"", 74210X,,,,5,10.1117/12.828193,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449633390&partnerID=40&md5=d25757bd4c99ff40fbe4da3eeb82bebd",Conference Paper,Final,,Scopus,2-s2.0-70449633390
[No author name available],[No author name available],"Optics and Photonics for Information Processing III",2009,"Proceedings of SPIE - The International Society for Optical Engineering",7442,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449560947&partnerID=40&md5=7599ad651262c9939ffa7236671a9a8b",Conference Review,Final,,Scopus,2-s2.0-70449560947
"Bomphrey, R.J., Walker, S.M., Taylor, G.K.","8370081400; 23494161500; 7404202352","The typical flight performance of blowflies: Measuring the normal performance envelope of Calliphora vicina using a novel corner-cube arena",2009,"PLoS ONE",4,"11", e7852,,,,23,10.1371/journal.pone.0007852,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70849130057&partnerID=40&md5=383c7463739065a6921a5c60ab517daa",Article,Final,Open Access,Scopus,2-s2.0-70849130057
"Sassaroli, E., Li, K.C.P., O'Neill, B.E.","36962621400; 12786437600; 15136655300","Linear behavior of a preformed microbubble containing light absorbing nanoparticles: Insight from a mathematical model",2009,"Journal of the Acoustical Society of America",126,"5",,2802,2813,,8,10.1121/1.3238262,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449378722&partnerID=40&md5=f44a79f16e2ed4812ab474f99b75e1fa",Article,Final,,Scopus,2-s2.0-70449378722
"Kress, H., Park, J.-G., Mejean, C.O., Forster, J.D., Park, J., Walse, S.S., Zhang, Y., Wu, D., Weiner, O.D., Fahmy, T.M., Dufresne, E.R.","57223806532; 57192816135; 36963633300; 32367591600; 55214080800; 6506929886; 55906219000; 7404298271; 6701405761; 8408480800; 7003399439","Cell stimulation with optically manipulated microsources",2009,"Nature Methods",6,"12",,905,909,,71,10.1038/nmeth.1400,"https://www.scopus.com/inward/record.url?eid=2-s2.0-73349091864&partnerID=40&md5=ef6683a6907f1a1cb03a5e0bd8416e87",Article,Final,,Scopus,2-s2.0-73349091864
"Correia, T., Banga, A., Everdell, N.L., Gibson, A.P., Hebden, J.C.","23392190500; 35739754200; 8885609900; 7202353675; 7004407749","A quantitative assessment of the depth sensitivity of an optical topography system using a solid dynamic tissue-phantom",2009,"Physics in Medicine and Biology",54,"20",,6277,6286,,14,10.1088/0031-9155/54/20/016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-71049152952&partnerID=40&md5=7a1a3dd59ab9fa808c2f2f1e68931a43",Article,Final,,Scopus,2-s2.0-71049152952
"Abdelnour, F., Schmidt, B., Huppert, T.J.","6504799249; 23973666000; 8301637800","Topographic localization of brain activation in diffuse optical imaging using spherical wavelets",2009,"Physics in Medicine and Biology",54,"20",,6383,6413,,28,10.1088/0031-9155/54/20/023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-71049140108&partnerID=40&md5=9e524361f3b9ff705a07f45c5a5a9532",Article,Final,,Scopus,2-s2.0-71049140108
"Yukihara, E.G., Ruan, C., Gasparian, P.B.R., Clouse, W.J., Kalavagunta, C., Ahmad, S.","6603506563; 16317537100; 35193890600; 35224578400; 35224854700; 36445164900","An optically stimulated luminescence system to measure dose profiles in x-ray computed tomography",2009,"Physics in Medicine and Biology",54,"20",,6337,6352,,33,10.1088/0031-9155/54/20/020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-71049117744&partnerID=40&md5=4b8af9ac6806c11f424f167930fe3b09",Article,Final,,Scopus,2-s2.0-71049117744
"Ben-Simon, A., Ben-Shahar, O., Segev, R.","23003257800; 6701380039; 7003540984","Measuring and tracking eye movements of a behaving archer fish by real-time stereo vision",2009,"Journal of Neuroscience Methods",184,"2",,235,243,,13,10.1016/j.jneumeth.2009.08.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350036101&partnerID=40&md5=a3bbc838bc61d0879e0d5a29198ce867",Article,Final,,Scopus,2-s2.0-70350036101
"Zare-Dorabei, R., Norouzi, P., Ganjali, M.R.","56029216100; 6602818962; 7004834165","Design of a novel optical sensor for determination of trace gadolinium",2009,"Journal of Hazardous Materials",171,"1-3",,601,605,,37,10.1016/j.jhazmat.2009.06.044,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349241568&partnerID=40&md5=f39b665bbd1b1a8b742ac85dbfa372b9",Article,Final,,Scopus,2-s2.0-70349241568
"Raymond, S.B., Kumar, A.T.N., Boas, D.A., Bacskai, B.J.","9239378700; 57219036151; 7005386245; 7003973512","Optimal parameters for near infrared fluorescence imaging of amyloid plaques in Alzheimer's disease mouse models",2009,"Physics in Medicine and Biology",54,"20",,6201,6216,,14,10.1088/0031-9155/54/20/011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449125861&partnerID=40&md5=1aeb6b3285f22efea93b7e9ca5adf5a9",Article,Final,,Scopus,2-s2.0-70449125861
[No author name available],[No author name available],"Optics and Photonics for Counterterrorism and Crime Fighting V",2009,"Proceedings of SPIE - The International Society for Optical Engineering",7486,"",,,,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449107603&partnerID=40&md5=03f91e94d7812d58434572300be84dec",Conference Review,Final,,Scopus,2-s2.0-70449107603
"Price, G.J., Sharrock, P.J., Marchant, T.E., Parkhurst, J.M., Burton, D., Jain, P., Price, P., Moore, C.J.","57203054870; 16163880400; 13006743300; 35741591400; 7401577009; 55332083200; 55578442500; 55328476300","An analysis of breast motion using high-frequency, dense surface points captured by an optical sensor during radiotherapy treatment delivery",2009,"Physics in Medicine and Biology",54,"21",,6515,6533,,19,10.1088/0031-9155/54/21/005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449103291&partnerID=40&md5=776d9d022de3317131b708a669a235f0",Article,Final,,Scopus,2-s2.0-70449103291
"Drexler, W., Andersen, P.E.","7007044980; 7403262434","Optical coherence tomography in Biophotonics",2009,"Journal of Biophotonics",2,"6-7",,339,341,,3,10.1002/jbio.200910542,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349333141&partnerID=40&md5=7c6864f65bc5df0d2e81734d06942df8",Editorial,Final,,Scopus,2-s2.0-70349333141
"Guo, Z.V., Hart, A.C., Ramanathan, S.","24070702400; 35549353700; 9133369600","Optical interrogation of neural circuits in Caenorhabditis elegans",2009,"Nature Methods",6,"12",,891,896,,151,10.1038/nmeth.1397,"https://www.scopus.com/inward/record.url?eid=2-s2.0-73349105935&partnerID=40&md5=5aa3831e8b40f3df589e2b200b7b5c17",Article,Final,,Scopus,2-s2.0-73349105935
"Tatavarty, V., Kim, E.-J., Rodionov, V., Yu, J.","24482111000; 55705520500; 7202279595; 7405529603","Investigating sub-spine actin dynamics in rat hippocampal neurons with super-resolution optical imaging",2009,"PLoS ONE",4,"11", e7724,,,,68,10.1371/journal.pone.0007724,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70450184120&partnerID=40&md5=110e4527213400a78efbd252042a49c6",Article,Final,Open Access,Scopus,2-s2.0-70450184120
"Messinger, J., Alia, A., Govindjee","7004861991; 14419742600; 16541793700","Special educational issue on 'Basics and application of biophysical techniques in photosynthesis and related processes'-Part B",2009,"Photosynthesis Research",102,"2",,103,106,,4,10.1007/s11120-009-9494-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-76149109831&partnerID=40&md5=7369dee4c5bf104e9ca9c759a94be01f",Editorial,Final,Open Access,Scopus,2-s2.0-76149109831
"Benes, Z., Antos, Z.","24070181500; 55403079600","Optical biopsy system distinguishing between hyperplastic and adenomatous polyps in the colon during colonoscopy",2009,"Anticancer Research",29,"11",,4737,4739,,7,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-75149170128&partnerID=40&md5=e9192398f8ea965cc297c4872c238135",Article,Final,,Scopus,2-s2.0-75149170128
"Carnegie, D.J., Čižmár, T., Baumgartl, Jörg, Gunn-Moore, F.J., Dholakia, K.","35301919900; 55753927600; 6602690238; 6603548423; 7004480848","Automated laser guidance of neuronal growth cones using a spatial light modulator",2009,"Journal of Biophotonics",2,"11",,682,692,,17,10.1002/jbio.200910043,"https://www.scopus.com/inward/record.url?eid=2-s2.0-74049134736&partnerID=40&md5=e943d850bab3025bf01c929eca42c709",Article,Final,,Scopus,2-s2.0-74049134736
"Oshima, S., Sankai, Y.","23390631300; 7003391951","Evaluation of optical Propagation in Blood for noninvasive Detection of Prethrombus Blood Condition",2009,"ASAIO Journal",55,"6",,550,555,,5,10.1097/MAT.0b013e3181be2e44,"https://www.scopus.com/inward/record.url?eid=2-s2.0-73949112146&partnerID=40&md5=954831e1879027fed47d1e3f5d779def",Article,Final,,Scopus,2-s2.0-73949112146
"Chon, K.S., Park, J.G., Son, H.H., Kang, S.H., Park, S.H., Kim, H.-W., Kim, H.S., Yoon, K.-H.","12780448100; 35485052500; 11540465400; 56119902000; 9236504600; 57203629751; 56021075800; 24752307600","Usefulness of a small-field digital mammographic imaging system using parabolic polycapillary optics as a diagnostic imaging tool: A preliminary study",2009,"Korean Journal of Radiology",10,"6",,604,612,,2,10.3348/kjr.2009.10.6.604,"https://www.scopus.com/inward/record.url?eid=2-s2.0-73449123354&partnerID=40&md5=f95419cb0e9ccd30f5f68c602a0200c5",Article,Final,,Scopus,2-s2.0-73449123354
"Schwiegerling, J.","6701324811","Blue light-filtering intraocular lenses and scotopic sensitivity",2009,"Journal of Cataract and Refractive Surgery",35,"11",,2032,,,5,10.1016/j.jcrs.2009.07.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72149124234&partnerID=40&md5=ed2d95e74cd323adfc26db35c18238f3",Letter,Final,,Scopus,2-s2.0-72149124234
"Anbuchezhiyan, M., Ponnusamy, S., Muthamizhchelvan, C.","33567530300; 6701321512; 8365169700","Synthesis and characterization of a new organic nonlinear optical crystal: l-Phenylalaninium maleate",2009,"Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy",74,"4",,917,923,,16,10.1016/j.saa.2009.08.035,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72149122902&partnerID=40&md5=0677b1f3bd0a40ff97c2993b66bf2ff2",Article,Final,,Scopus,2-s2.0-72149122902
"Vadakkan, T.J., Culver, J.C., Gao, L., Anhut, T., Dickinson, M.E.","9734835400; 35572986500; 56939587800; 6603019499; 35416139100","Peak multiphoton excitation of mCherry using an optical parametric oscillator (OPO)",2009,"Journal of Fluorescence",19,"6",,1103,1109,,8,10.1007/s10895-009-0510-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72149115149&partnerID=40&md5=76e7e65836e4d907171bf14c4b0f0d0f",Article,Final,,Scopus,2-s2.0-72149115149
"Hoffer, K.J., Calogero, D., Faaland, R.W., Ilev, I.K.","7004561399; 24779306800; 6602358381; 7006839420","Testing the dioptric power accuracy of exact-power-labeled intraocular lenses",2009,"Journal of Cataract and Refractive Surgery",35,"11",,1995,1999,,14,10.1016/j.jcrs.2009.06.021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72149097344&partnerID=40&md5=0abd1fdf22dd57d090e02848954d3cfa",Article,Final,,Scopus,2-s2.0-72149097344
"Balu, T., Rajasekaran, T.R., Murugakoothan, P.","24328570600; 57189022476; 6603373901","Synthesis, growth and characterization of bis (glycine) lithium molybdate-A semi-organic NLO material",2009,"Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy",74,"4",,955,958,,8,10.1016/j.saa.2009.08.048,"https://www.scopus.com/inward/record.url?eid=2-s2.0-71749103825&partnerID=40&md5=a610f96a3e4c3c1d9fb5e91b42043639",Article,Final,,Scopus,2-s2.0-71749103825
"Gold, J.M., Abbey, C., Tjan, B.S., Kersten, D.","57213619518; 7006321862; 6602818317; 7006361694","Ideal observers and efficiency: Commemorating 50 years of tanner and birdsall: Introduction",2009,"Journal of the Optical Society of America A: Optics and Image Science, and Vision",26,"11",,IO1,IO2,,3,10.1364/JOSAA.26.000IO1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449728139&partnerID=40&md5=58acbe0a3f13314e78aca16add218060",Editorial,Final,,Scopus,2-s2.0-70449728139
"Liao, H., Li, F., Ng, M.K.","25641487600; 56308419800; 34571761900","Selection of regularization parameter in total variation image restoration",2009,"Journal of the Optical Society of America A: Optics and Image Science, and Vision",26,"11",,2311,2320,,72,10.1364/JOSAA.26.002311,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449721128&partnerID=40&md5=429309310d2236410408ac253aeeb475",Article,Final,,Scopus,2-s2.0-70449721128
"Salem, M., Agrawal, G.P.","7202291840; 56457603900","Effects of coherence and polarization on the coupling of stochastic electromagnetic beams into optical fibers",2009,"Journal of the Optical Society of America A: Optics and Image Science, and Vision",26,"11",,2452,2458,,15,10.1364/JOSAA.26.002452,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449711350&partnerID=40&md5=2486116d0751037b96746f274e7c258f",Article,Final,,Scopus,2-s2.0-70449711350
"Ravin, J.G.","35779888200","The multifaceted career of Louis Borsch",2009,"Archives of Ophthalmology",127,"11",,1534,1537,,,10.1001/archophthalmol.2009.264,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449709273&partnerID=40&md5=dcf1927fbff92634b8f7d8493cf39ce1",Review,Final,Open Access,Scopus,2-s2.0-70449709273
"Taylor, C.P., Bennett, P.J., Sekuler, A.B.","7404822054; 7402761292; 7003939395","Spatial frequency summation in visual noise",2009,"Journal of the Optical Society of America A: Optics and Image Science, and Vision",26,"11",,B84,B93,,8,10.1364/JOSAA.26.000B84,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449706452&partnerID=40&md5=d659dd1ce32c6bd75c61ad331b6fff0d",Article,Final,,Scopus,2-s2.0-70449706452
"Prieto-Blanco, X., Montero-Orille, C., González-Núñez, H., Mouriz, M.D., Lago, E.L., De La Fuente, R.","14827072500; 14827253600; 35175896500; 35176346300; 55977559300; 7005510885","Imaging with classical spherical diffraction gratings: The quadrature configuration",2009,"Journal of the Optical Society of America A: Optics and Image Science, and Vision",26,"11",,2400,2409,,14,10.1364/JOSAA.26.002400,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449704641&partnerID=40&md5=d0ac33ee81737b2ca9264177ea3389d3",Article,Final,,Scopus,2-s2.0-70449704641
"Klein, S.A., Levi, D.M.","7402064708; 7101757145","Stochastic model for detection of signals in noise",2009,"Journal of the Optical Society of America A: Optics and Image Science, and Vision",26,"11",,B110,B126,,28,10.1364/JOSAA.26.00B110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449702058&partnerID=40&md5=d0822638c81fd515833bd3c02cd105ef",Article,Final,,Scopus,2-s2.0-70449702058
"Pal, B., Sharma, A., Agrawal, G., Fabre, C.","7202218492; 7404971317; 56457603900; 7103217862","Guided wave optics: Physics, technology, and applications: Introduction to the feature issue",2009,"Applied Optics",48,"31",,,,GWO1,,10.1364/AO.48.00GWO1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449671371&partnerID=40&md5=f14f68ee602d7bf828c95672c94febd2",Review,Final,,Scopus,2-s2.0-70449671371
"Gaster, R.S., Hall, D.A., Nielsen, C.H., Osterfeld, S.J., Yu, H., MacH, K.E., Wilson, R.J., Murmann, B., Liao, J.C., Gambhir, S.S., Wang, S.X.","36890291100; 13612241100; 25227857400; 24166966300; 7405851859; 35275436600; 57199296506; 14830479300; 57216999501; 7101904349; 7410334672","Matrix-insensitive protein assays push the limits of biosensors in medicine",2009,"Nature Medicine",15,"11",,1327,1332,,291,10.1038/nm.2032,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449089865&partnerID=40&md5=3c16068cd4d743ddc15748291a49e930",Article,Final,,Scopus,2-s2.0-70449089865
"Haltmeier, M., Scherzer, O., Zangerl, G.","9839336500; 7004174579; 25724008200","A reconstruction algorithm for photoacoustic imaging based on the nonuniform FFT",2009,"IEEE Transactions on Medical Imaging",28,"11", 4967959,1727,1735,,40,10.1109/TMI.2009.2022623,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350774081&partnerID=40&md5=88da49e9092058b2bc4a49e36bdedbb7",Article,Final,,Scopus,2-s2.0-70350774081
"Zhang, J., Anastasio, M.A., La Rivière, P.J., Wang, L.V.","56822352500; 7006769220; 7004424419; 36071676700","Effects of different imaging models on least-squares image reconstruction accuracy in photoacoustic tomography",2009,"IEEE Transactions on Medical Imaging",28,"11", 5297445,1781,1790,,51,10.1109/TMI.2009.2024082,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350770986&partnerID=40&md5=4698539754044640214bddf4e7721385",Article,Final,,Scopus,2-s2.0-70350770986
"MatĚjkovÁ-Plskova, J., Shiojiri, S., Shiojiri, M.","35484774900; 36899358900; 7006058578","Fine structures of wing scales in Sasakia charonda butterflies as photonic crystals",2009,"Journal of Microscopy",236,"2",,88,93,,12,10.1111/j.1365-2818.2009.03233.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350517781&partnerID=40&md5=b4a829d6e53c6d4a1a9c76939aed3e5f",Conference Paper,Final,,Scopus,2-s2.0-70350517781
"Schwab, I.R., Lee, W.B., Bisno, D.","15843992000; 7407084429; 40260974500","The Rainbow: From Ancient Greece to Modern Optics",2009,"Survey of Ophthalmology",54,"6",,714,720,,,10.1016/j.survophthal.2009.03.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349918615&partnerID=40&md5=1909691b494bf1a52150770201f004a9",Article,Final,,Scopus,2-s2.0-70349918615
"Hu, M., Chen, J., Wang, J., Wang, X., Ma, S., Cai, J., Chen, C.Y., Chen, Z.W.","24461946300; 35368264600; 24345827200; 57189220764; 57203148060; 7403153420; 23110594800; 55553561000","AFM- and NSOM-based force spectroscopy and distribution analysis of CD69 molecules on human CD4R T cell membraney",2009,"Journal of Molecular Recognition",22,"6",,516,520,,12,10.1002/jmr.976,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349895357&partnerID=40&md5=f7aca4595a5950b04742ad5531ab6c8a",Article,Final,,Scopus,2-s2.0-70349895357
"Davis, I.","57220536114","The 'super-resolution' revolution",2009,"Biochemical Society Transactions",37,"5",,1042,1044,,12,10.1042/BST0371042,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350149994&partnerID=40&md5=ac1b2040ce78496f3a0cbd077e3d02ac",Conference Paper,Final,,Scopus,2-s2.0-70350149994
"Huang, Y., Zhang, Z., Menq, C.H.","37862616900; 55721653000; 13310392300","Minimum-variance brownian motion control of an optically trapped probe",2009,"Applied Optics",48,"30",,5871,5880,,31,10.1364/AO.48.005871,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350332255&partnerID=40&md5=39ba40cb962ef2d3379cdd8d31c2a241",Article,Final,,Scopus,2-s2.0-70350332255
"Bronk, B.V., Druger, S.D.","7003316304; 6603075186","Light scattering calculations exploring sensitivity of depolarization ratio to shape changes. II. Single rod-shaped vegetative bacteria in air",2009,"Applied Optics",48,"30",,5655,5663,,5,10.1364/AO.48.005655,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350332140&partnerID=40&md5=208bc7b265ecb7a00aa559ffe951bc38",Article,Final,,Scopus,2-s2.0-70350332140
"Al-Qaisi, M.K., Wang, H., Akkin, T.","24721474000; 39262928500; 6603042559","Measurement of faraday rotation using phase-sensitive low-coherence interferometry",2009,"Applied Optics",48,"30",,5829,5833,,7,10.1364/AO.48.005829,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350319605&partnerID=40&md5=8b824ffd94ed5dd6ec92e141c342a024",Article,Final,,Scopus,2-s2.0-70350319605
"Bénière, A., Alouini, M., Goudail, F., Dolfi, D.","20336846100; 55392341800; 57207536959; 7007017942","Design and experimental validation of a snapshot polarization contrast imager",2009,"Applied Optics",48,"30",,5764,5773,,28,10.1364/AO.48.005764,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350317943&partnerID=40&md5=8365d165e5fca572f52ebf498109f883",Article,Final,,Scopus,2-s2.0-70350317943
"Sanchez-Brea, L.M., Torcal-Milla, F.J., Bernabeu, E.","6603916424; 18438525600; 7005869935","Continuous self-imaging regime with a double-grating mask",2009,"Applied Optics",48,"30",,5722,5727,,6,10.1364/AO.48.005722,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350290301&partnerID=40&md5=8331c43876936fdaa481b15221fce85e",Article,Final,,Scopus,2-s2.0-70350290301
"Brydegaard, M., Guan, Z., Wellenreuther, M., Svanberg, S.","25957905600; 55426342600; 23570309800; 7102141704","Insect monitoring with fluorescence lidar techniques: Feasibility study",2009,"Applied Optics",48,"30",,5668,5677,,43,10.1364/AO.48.005668,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350290294&partnerID=40&md5=b5afe63f266dc1b83f2f4d80bd1bead3",Article,Final,,Scopus,2-s2.0-70350290294
"Lane, P.M.","7202980331","Terminal reflections in fiber-optic image guides",2009,"Applied Optics",48,"30",,5802,5810,,8,10.1364/AO.48.005802,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350277648&partnerID=40&md5=b6aa72c218761f5831090602406789eb",Article,Final,,Scopus,2-s2.0-70350277648
"Lima, S.M., Figueiredo, M.S., Andrade, L.H.C., Caíres, A.R.L., Oliveira, S.L., Aristone, F.","35446674300; 57197885621; 56036182500; 6602181378; 8393353300; 6701601381","Effects of residue and antioxidant on thermo-optical properties of biodiesel",2009,"Applied Optics",48,"30",,5728,5732,,14,10.1364/AO.48.005728,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350266878&partnerID=40&md5=6188e2d96206359a9e7278cca8839c92",Article,Final,,Scopus,2-s2.0-70350266878
"Schnitzer, M.","7006983823","Massively parallel brain imaging",2009,"Science",326,"5951",,390,,,,10.1126/science.326_390,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350092329&partnerID=40&md5=2c0070db82f0f730a2c0985b06503cc0",Note,Final,,Scopus,2-s2.0-70350092329
"Shu, C.-C., Yuan, K.-J., Hu, W.-H., Cong, S.-L.","14827058500; 9843219400; 16444319500; 7005067676","Determination of the phase of terahertz few-cycle laser pulses",2009,"Optics Letters",34,"20",,3190,3192,,12,10.1364/OL.34.003190,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70450221293&partnerID=40&md5=55a5f53daf830aebb8542d5b6769ff75",Article,Final,,Scopus,2-s2.0-70450221293
"Jesacher, A., Thayil, A., Grieve, K., Débarre, D., Watanabe, T., Wilson, T., Srinivas, S., Booth, M.","9241436400; 24773945600; 7003958116; 7004436970; 57207285261; 7403496268; 7101841364; 7102468070","Adaptive harmonie generation microscopy of mammalian embryos",2009,"Optics Letters",34,"20",,3154,3156,,55,10.1364/OL.34.003154,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70450220573&partnerID=40&md5=c5b6c3900e1cafeecd493e34244972a6",Article,Final,,Scopus,2-s2.0-70450220573
"Williams, K.K., Taylor, Z.D., Suen, J.Y., Lu, H., Singh, R.S., Gossard, A.C., Brown, E.R.","24480290100; 56433788800; 24367541800; 36484869200; 57215037879; 35462445500; 57223745184","Toward a 1550 nm InGaAs photoconductive switch for terahertz generation",2009,"Optics Letters",34,"20",,3068,3070,,22,10.1364/OL.34.003068,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70450214686&partnerID=40&md5=921d586f0b523b3a23ea3995cccb4a0e",Article,Final,,Scopus,2-s2.0-70450214686
